Country,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,Exporter,Form
Philippines,126,7680,52387,4845,23,184758,55,,5,10,19,United States,Metal
New Zealand,216,275,139,594,381,381,89,163,299,167,17,United States,Metal
Poland,,,200,300,,,,2,2,5,12,United States,Metal
Switzerland,5001,628,2721,1062,2590,60075,12687,12337,7751,7532,12,United States,Metal
Taiwan,129284,167262,122443,111247,50675,37628,39280,6935,32582,6516,9,United States,Metal
Norway,77773,69424,11370,12458,61,15659,18,20155,40016,30018,9,United States,Metal
Indonesia,6437,8292,285,401,998,713,2146,1004,88,9,8,United States,Metal
Spain,3540,22,27,30105,331,1374,572,20,13,11,8,United States,Metal
Slovenia,,,,,,,100,1,,1,7,United States,Metal
Uruguay,,,,,3,4,,,,3,3,United States,Metal
Turkey,4,471,28,23,328,858,2060,1017,15,27,2,United States,Metal
Hungary,,,,,,,,28,15,16,2,United States,Metal
Morocco,,15,,,,,1,,,,1,United States,Metal
Latvia,,,,,100,,,1,17,,1,United States,Metal
Czech Republic,,,,5400,,,100,1,2,21,1,United States,Metal
Serbia,272,,,,,,,,,,,United States,Metal
Viet-Nam,,,,,,0,0,0,,,,United States,Metal
Ukraine,2,,,,185,196,700,35,380,,,United States,Metal
Tanzania (United Rep. of),,,,,,,7,,,,,United States,Metal
Thailand,3372,2383,10157,1177,23579,188,1542,44503,47001,67787,,United States,Metal
Togo,,3796,3449,,1725,1621,,,,,,United States,Metal
El Salvador,230,8,11,5,4,6,9,31,2,,,United States,Metal
Romania,,,,,,,,,,,,United States,Metal
Paraguay,,,,5,7,,,,,1070,,United States,Metal
Portugal,,,,,,,,,,,,United States,Metal
Panama,,,,,,9109,6343,5195,10439,11717,,United States,Metal
Nicaragua,391,55,18,,108,1,2,,1,,,United States,Metal
Nigeria,142679,5714,,,907,44546,,48790,,,,United States,Metal
Lithuania,,,,500,,,,,5,4,,United States,Metal
Kazakhstan,,,,2,,,,,10,11,,United States,Metal
Kenya,,,,1725,863,7762,11216,4314,8460,6,,United States,Metal
Jordan,,,1068,,,,,,,,,United States,Metal
Iceland,,,,19973,50172,86,115,134,94,10,,United States,Metal
Israel,,,,,,,,,,,,United States,Metal
Ireland,12306,4326,4,4228,2518,3997,4430,2861,50,3719,,United States,Metal
Croatia,,,,,,400,,,,,,United States,Metal
Honduras,335,274,14917,412367,394982,34,107,38,1,3032,,United States,Metal
Georgia,,,,34,27,23,14,,,,,United States,Metal
Finland,369,98,1,2,6,6,115,,,78,,United States,Metal
Ethiopia,,,,,,,,143,50,78,,United States,Metal
Egypt,,1001,448,6970,30,,,21142,22074,888,,United States,Metal
Estonia,,,,,,,,,1,,,United States,Metal
Denmark,100,100,,,,,100,25,11001,3,,United States,Metal
Cyprus,,,,,,,,1,,,,United States,Metal
Costa Rica,703,501,1209,1308,24,366,169,520,1133,239,,United States,Metal
Colombia,12648,7072,34642,6915,13651,32670,20738,10258,19929,13759,,United States,Metal
Chile,,64,362,1036,170,17,1362,60,1,8,,United States,Metal
C“te d'Ivoire,,,,,1,1,,,,,,United States,Metal
Botswana,,,,,1,,58,,,,,United States,Metal
Bolivia,73,148,1,1832,5,26,1,66,19,,,United States,Metal
Bulgaria,6000,1300,1900,,,,,,,,,United States,Metal
Argentina,202,7592,1,127509,251,,2732,10,,127,,United States,Metal
