Country,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,Exporter,Form
Saudi Arabia,28000,46000,20000,19000,33000,35000,10000,15000,10000,,,United Kingdom,Oxide
Qatar,,24,,1460,,1875,1,,,,,United Kingdom,Oxide
Philippines,,,,,228,,,,,,,United Kingdom,Oxide
New Zealand,754,,652,651,674,8,7,9,3,,,United Kingdom,Oxide
Norway,,,36,2351,2153,5102,4050,,5,,,United Kingdom,Oxide
Netherlands,49900,50200,25200,26300,700,1500,1600,6,128,,,United Kingdom,Oxide
Nicaragua,,,,38,27,,,,,,,United Kingdom,Oxide
Nigeria,,,,,,,,1000,,,,United Kingdom,Oxide
Mexico,9225,9001,18065,3040,,41,,42,2,,,United Kingdom,Oxide
Malta,,,600,,,,,,,,,United Kingdom,Oxide
Morocco,900,900,,600,1,22,,,,,,United Kingdom,Oxide
Kazakhstan,,,102,,,,1750,,,,,United Kingdom,Oxide
Japan,29,,4,56,,,,1,160,,,United Kingdom,Oxide
Jordan,,,,,,3,,,,,,United Kingdom,Oxide
Israel,,,,,,,,,,,,United Kingdom,Oxide
Indonesia,5800,1200,,7200,4024,3200,2081,1625,,,,United Kingdom,Oxide
Hungary,1200,800,400,,1000,,,1,,,,United Kingdom,Oxide
Croatia,,,,,,,,,,,,United Kingdom,Oxide
Guatemala,,,,,,,,2,,,,United Kingdom,Oxide
Greece,,,,,300,200,,65,,,,United Kingdom,Oxide
Ghana,,,,3,,,87,61,,,,United Kingdom,Oxide
Georgia,,,1,,,,,,,,,United Kingdom,Oxide
Ethiopia,,,,,,,,15,,,,United Kingdom,Oxide
Egypt,,,,,,,,,1,,,United Kingdom,Oxide
Estonia,,,,,,,,,,,,United Kingdom,Oxide
Cyprus,200,200,,,,,,,,,,United Kingdom,Oxide
Costa Rica,,,,,,,,21,,,,United Kingdom,Oxide
Chile,900,1200,1200,600,600,800,616,,,,,United Kingdom,Oxide
Brazil,6000,12144,9000,263,2600,8208,3600,2500,200,,,United Kingdom,Oxide
Argentina,1620,920,701,723,1100,,200,260,,,,United Kingdom,Oxide
