Country,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,Exporter,Form
France,,,,,1000,,,,,,,Brazil,Metal
Germany,,,,,13,,,,,,,Brazil,Metal
Chile,,,,,,100,,,,,,Brazil,Metal
