Country,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,Exporter,Form
Iran (Islamic Rep. of),,,,,,2534,42000,5000,3000,2818,,China (People's Republic of),Oxide
Israel,,,,,,,,,,,,China (People's Republic of),Oxide
Croatia,,,,,,,,,,,,China (People's Republic of),Oxide
Guatemala,,,66,76,321,38,6,,1,59,,China (People's Republic of),Oxide
Ghana,,,,,22000,321,,,,,,China (People's Republic of),Oxide
Ethiopia,,,,,,,,,5,1,,China (People's Republic of),Oxide
Estonia,,,,,,,,,67,,,China (People's Republic of),Oxide
Ecuador,,,,,,,60,,90,40,,China (People's Republic of),Oxide
Costa Rica,,,11,2,,,3,50,139,265,,China (People's Republic of),Oxide
C?te d'Ivoire,,,,,1,1,,,,100,,China (People's Republic of),Oxide
Bolivia,,,1,1,1,,,,101,,,China (People's Republic of),Oxide
Bahrain,,,,,,,,,632001,,,China (People's Republic of),Oxide
